review,is_positive
 The bathtub had a little problem and as we were on a Sunday there there was no one to fix it The room had a view on the outdoor stairs ,0
 Noting,0
 Room outlook obscured by ventilation ducts,0
 I had to move rooms due to the window either being broken or would not close as it was wide open 3rd room lucky,0
 We were in a lovely room the bathroom and the bed were excellent however we were overlooking the side street to the east The noise was terrible the window had to be fixed after day one but overall the sound proofing could have been much better It was a shame as it took away from an otherwise a great hotel ,0
 If you opened the window there are uncontinue loudly sound whole night ,0
 The price but its right in the middle of London and couldn t have been much better ,0
 The room size,0
 No opening windows or balconies needs adding to their room description ,0
 expensive breakfast for a small selection Terrible hard pillows gave up and slept on a jumper I had Ridiculously slow checking in time you will find this is the most irritating thing I waited 20minutes perhaps longer,0
 the room was rather small the air conditioner was noisy we could hear water draining from other bathrooms ,0
 The Drains smelt badly in the Bathroom and the Air conditioning is loud the Breakfast room is in the Basement with no windows it felt hot and claustrophobic to us ,0
 We booked a Junior Supirior Suite The 2nd double bed was a sleeping couch This was very small for 2 adults and not so flat ,0
 Some of the hotel areas were not so clean and it smelled Bed was not comfortable at all so dose the pillow,0
 Rooms had windows but they were facing the wall no natural sun light ,0
 My only slight dissatisfaction was the breakfast It was not expensive but it wasn t great either Perhaps it had been there for a while since we did not eat early but some of it didn t taste fresh at all ,0
 Traffic noise from street disturbed my sleep ,0
 The hotel is old and not quite up to today s standards but ok as a budget alternative for a few days Possibly it s a four star Inn and pub but I would rate it as a two star comparing to regular hotel standards so it did not quite live up to my expectations ,0
 The room was a bit small but then it is a student hotel ,0
 Restaurant staff was not very nice We were an inconvenience to them A bit pricey but still a nice stay ,0
 I appreciated the old building but that was all I like about it ,0
 Bathrooms was very old Showerhead didnt work good and it spreaded water everywhere ,0
 We couldn t check into the room until after 16 00 there was no parking space available despite having requested it at time of booking ,0
 Na,0
 Housekeeping of our room was very poor we had to complain Air con was noisy we thought,0
 Room was dark View from window was wall of next building ,0
 Breakfast was average,0
 Very poor service across the board from all the staff Very small rooms with poor lighting Uncomfortable beds ,0
 Everything was excellent ,0
 The rooms are generally well used and need updating,0
 Rooms on top floor very warm,0
 The fact that 50 pounds per night were blocked from the account for instance,0
 LET S IMPROVE ON THE BREAKFAST QUALITY OF THE BACON AND SCRAMBLED EGGS VERY AVERAGE JUICE TEA GOOD,0
 Noisy from road if you wanted the windows open,0
 The hotel was over booked and the place was chaotic breakfast was a complete shambles and totally disorganised The rooms were small and in need of a makeover Definitely not 4 ,0
 The hotel design ,0
 Pool facilities on the small side Gym and excercise area disproportionately large for the small changing area,0
 Unfortunetly the boiler broke down in the night and our room was very cold and still hadn t been fixed in the morning at 9 30 am so woke up cold in the night and couldn t have a shower before leaving the hotel so left to warm up in a near by cafe ,0
 Very Poor internet connection ,0
 but the rest of the hotel was in urgent need of a refurb The rooms were small and old ,0
 Being charged more than I had with booking com although I believe a weakness and lack of transparency of booking com ,0
 Food s quality and taste does not match the price Laundry is expensive too ,0
 No separation between shower and toilet so the entire bathroom got soaked whilst Having a shower ,0
 The window in the room was broken and fixed with duct tape whaat Heating A C in the room was living its own life The hotel is too far from public transport and center During check out they mistakenly charged money for second time ,0
 The room was very hot at night ,0
 Expensive restaurant on site,0
 There is a lack of lighting in a room to dark in my point of view To drive in out of the garage would test your driver skill to limit especially if you drive a big car ,0
 My only complaint was the breakfast However it was only a minor complaint and the cost was deducted from my bill without question ,0
 Staff were quite difficult to understand Very expensive drinks Bathplug didn t work,0
 We weren t mad on the bar felt that it could be updated however we still enjoyed a few drinks there ,0
 Our room was very small and in the lower ground ,0
 Location was central but getting to the hotel from public transport was not easy to navigate,0
 Although we frequently stayed at the Wyndham Apollo in the past they put us in a dark dungeon style room 020 way below sea canal level The receptionist stated dit is een leuke kamer A joke ,0
 The only negative is that the hotel needs a facelift It could be returned to its former glory by just a lick of paint ,0
 Looking a little tired and in need of decoration ,0
 The bed is too hard ATM not on site,0
 Bedroom was really warm Bed was too hard ,0
 Rip off in terms of nightly rate ,0
 Room was a bit cold Heater seemed to be broken ,0
 The tub was dangerous,0
 Safe in room on cupboard floor and only hand held shower,0
 We had cups and tea and coffee but no kettle So therefore we could not make a cup of tea We ask reception and they said they did not have any kettles Should not put cups and tea bags in the room then ,0
 The fact that there were no pay movies would have liked to watch a movie the few English chanels were not that great ,0
 Breakfast was expensive,0
 The surroundings looked a bit dirty but the hotel was just perfect,0
 Breakfast in the basement and horrible choice ,0
 Thin walls an alarm clock ringing in another room kept us awake ,0
 No complaints at all ,0
 Sound insulation,0
 Queue to check in was very long and had been on the two occasions I have stayed ,0
 Breakfast room small for the amount of people Felt very busy and had to wait a while for drinks The food was good standard though ,0
 The restaurant was abismal Staff were rude and ignorant Didn t feel like we were treated as paying guests we were spoken to like riff raff just off the street A sign was up to say restaurant open at 11 30 we waited half an hour until 25 to 12 just to be very rudely told that it actually wasn t open until 12 The waiter was visibly looking down at us I felt like I wasn t really welcome there We reluctantly returned the next day after 12 to grab a quick lunch which turned into a 50minute wait for a salad and a burger Guests who came in 15 20mins after us were being served and there was food lying on the kitchen counter very much resembling a salad for over 25mins which was ready to be served when I questioned the wait on the food I received a rude response saying a group which had made a reservation at 8am that morning were in so that s why there is a long wait First of all we were not made aware of this before ordering Secondly if the group had made a reservation surely the staff should have been much more prepared for this Thirdly just because there is a group of people who made a reservation that should not mean that 2 people wont get their food for almost 1hour I was absolutely appalled by the service or lack there of It has completely put me off returning to this hotel and will be sure not to recommend to anyone ,0
 price quality ratio is not satisfactory,0
 No fridge,0
 Rooms were a touch small ,0
 Had to ask were to go to check in as i could nt see the sign for reception but the polite member of the bar staff pointed us in the right direction the room was but felt it was on the small side ,0
 windows cannot be opened some fresh air would feel good in the late evening furniture was a little run down shelves patched with duct tape ,0
 Condition of the room ,0
 No USP connections and the room is not sound proof from the nearest rooms,0
 The wi fi didnt work properly and would either cut out or have very poor signal the fitness room was also very basic with 2 running machines and a few other very basic machines which would be more suited to home use as opposed to commercial There was also no free weights ,0
 Service at check in was poor,0
 No tea making facilities no water no tissues no iron,0
 CHECK IN TOOK AGES THEY NEVER TOLD US ANYTHING ABOUT BREAKFAST TIMES WE ENDED UP MISSING IT ON THE 2ND DAY THE MONDAY AS THE SUNDAY TIME WAS DIFFERENT RUBBISH CONSIDERING WE PAID 15 EACH FOR IT,0
 Breakfast should really be included for 350 per night tariff And there should not be a great kafuffle at the restaurant when you request a non pre ordered breakfast The breakfast hot plate was very far from hot ,0
 As we were traveling with our baby we should have had a larger room We could barely move with the cradle in the room and had to move it everytime we needed to go to the bathroom We ordered a baby soup but it was not ready on time and only had 2 of the 5 ingredients I asked It seemed a good hotel good for who s travelling for business purposes rather than family vacations ,0
 Only 1 pillow each on the bed Also the kettle completely siphoned out with boiling water when I first put it on Unfortunately a member of staff with extremely limited English was sent to deal with it and he had no idea what we were trying to explain had happened This also fused all the sockets in our room and our friends room next door ,0
 We booked a twin room but it was a room with a double bed and a very little foldable one My daughter and me used the same bed to sleep And the room didn t have good light at bathroom to make up only works one bulb And in a room for two people only have a chair to take breakfast ,0
 Poor evening night staff Taking us up to our room as our card didn t work three times and Did not apologise walked off for 2 minutes with no explanation and got out his phone and used WhatsApp while handling our issue ,0
 Check in was a bit of a drag as hotel had a problem on the night I checked in but was offered a night at their sister hotel across the road Went back to the main hotel for my 2nd night and was offered a free upgrade ,0
 THE SERVICE MY ROOM STILL HAD NOT BEEN MADE UP BY 2PM ALTHOUGH I HAD BEEN OUT OF IT SINCE 8AM WITH A SIGN TO SAY PLEASE MAKE UP WHEN IT WAS IT WAS HURRIED THERE WAS NO NEW BATHROOM TUMBLER I HAD TO FIT THE BULB FOR MY BEDSIDE LIGHT,0
 The modern decor in reception actually made it look slightly scruffy ,0
 Stayed on a Saturday night and the live music was a little distracting We knew about this in advance and it finished at 11pm so wasn t too disturbing ,0
 I found the hotel a little too warm for my tastes,0
 Decor tired staff on the whole not particularly friendly no English channels on tv hence not particularly child friendly wifi not working properly ,0
 The staff didn t recommend a more cost effective way to airport He suggested to take a shuttle which would be slower then RER B and costs more They were helpful to cancel my reservation of the shuttle after I found it from other source ,0
 Would have been better to have an iron available in the room and or an ironing room on the same floor,0
 Alarm goes off in the night if the door isn t firmly closed Insistance on being escorted to room when we could easily find it on our own ,0
 Shabby smelly room,0
 We were astonished that the laundry service offered leave in bag in the room before 10am and it will be returned same day before 6pm turned into being collected same afternoon only as we returned from city centre visiting and after laundry staff were prompted by reception desk The clothes would be back manyana said the maid but it took a reception agent to chase and deliver it himself that next day at 8pm ,0
 Rooms facing the lift suffer severely from the noise of the safety locking mechanism I relocated Wifi throughput erratic TV cables and remote had been removed by an earlier guest helpful and well meaning but not very efficient staff took 2 days to fix this Spa sauna steam room tiny have to ask for facilities to be switched on For 240 per night I would have expected the breakfast to involve something like an omelette without surcharge Little things like lights hinges taps would benefit from some adjustments ,0
 Service in restaurant very slow,0
 People in next room were very noisy From extremely early morning both mornings and late at night Could hear their third party telephone conversations,0
 Better pillows,0
 Paid for a double room and wasn t to happy to find the bed was two singles pushed together Even though the WiFi was free it kept cutting out and the tv didn t work properly As we were only staying 1 night it wasn t to much of a problem but had we been staying longer it may have been ,0
 Little things here and there could be improved Shower was a bit old and needed an update Coffee in the room but only decaf Elevator was extremely small And even though we put the towels on the floor they still hung them back up on the racks so they were wet the next day Also even though we requested an iron they never brought one ,0
 Room was VERY small Strong smell of curry and spices from restaurant below Cramped throughout,0
 We returned back at 15 15 and our room had not been cleaned they came at around 15 45 however that was not convenient they suggest they come when we were out in the evening which they did however only did half a job We have stayed at lots of 4 and 5 star hotel here and in the USA this is a good 4 star The staff were of 5 star standard other than the cleaning organiser,0
 Hotel Vienna is overall supposed to be Viennese semi luxury but actually it is totally outdated with some 90 s updates which makes it even worst in terms of deco style and appearance The corridors are with heavy old carpets and smell although there is no smoking looks like no one follows the rules even the staff Only 1 small lift for cutest and staff which is slow and smells all the time The rooms are not as spacious as it looks on the photos advertised they have used the usual advertisements tricks The coffe and Tea advertised as complimentary are just one off after that if you whant to have every day you need to pay for it There is a coffeemaker and a kettle too The mini bar is totally overpriced The cleaning services are daily but if you whant your bedding and towering change you need to ask for it The heating is very hot you need to adgest it yourself or ask receptionist they are no guides for it There are no wardrobes but more like a small box with few hangers 1 chair and 1 small stool in luxury double room which we had The bathroom has no air conditioner and the baths are outdated with shower facing the wrong way The hairdryer is from the 80 s and makes such a nose that is scary to use The rooms are with thin wals and you can prakticly hear everything in your naibour rooms if you are lucky and get a room next to the flying stewards you will get lots of different noises all night long TV is smal and programs only local not even an international news channels Internet if working most of the time but kind of slow practically not for business use We spend 10 days over Christmas and New Year and expected a bit more from the food menu since it was a festive season unfortunately the breakfast was the same and overpriced and lunch diner was not worth it ,0
 The room and bar dining room areas are not to the standard of a 4 star hotel The breakfast buffet was under staffed and the variety on offer was poor for a hotel of this star rating The bedroom furniture and fittings need attention ,0
 I left my sweater in the room and could not get it back ,0
 Every thing else,0
 internet was not stable and not very fast,0
 Our room was on the small side and didn t have any natural light The window looked straight onto a wall,0
 I was kept waiting at reception while 3 members of staff were chatting to one guest then casually made his way over to me after ,0
 Room service food was average although the buffet breakfast was good ,0
 Ermm I wasn t really sure why my guests had to sign in and out of the property Made me feel like a child and my parents sere checking up on me ,0
 Prices,0
 Gym facilities were very poor,0
 Definitely not 4 stars No business center full time restaurant and the luge small bar in the open lobby was poor Toilets do not cleanse the bowl properly and the stairwells were filthy I would not stay there again ,0
 Internet was very slow in bedroom ,0
 Not much to say a bit disappointed they were no party for the guests from the hotel when we arrived everything was already sold out No other alternatives The lift can be annoying sometimes we had to wait over 5 minutes for the lift to come seems only one was working not a complaint but some hotel guests were complaining ,0
 No,0
 toilet wasn t clean I found an organic dirty ,0
 Small room Restroom divided into 2 tiny rooms No facilities ,0
 The hotel is in need of some maintenance our first room did not have a working air conditioner some light bulbs needed replacing and the maid service was inconsistent in the replacement of towels and cups and vacuuming ,0
 Breakfast was pretty good but not worth the additional expense,0
 It cost more to book direct ,0
 most places were closed due to summer holiday ,0
 We were informed it would be a king sized bed Not 2 beds pushed together Not exactly comfortable They couldn t even be bothered to clean the room When we moved in there were another ladies fake nails lying in the bathroom and all over the rooms floor Underneath the bed certainly hadn t seen a Hoover in as many weeks it was disgusting Inside the wardrobe Al though the disgusting habit of another Probably previous guest had left chewing gum stuck inside the wardrobe All above was raised in a polite manner with reception They informed us they would have the room cleaned immediately When we returned they had presented a nice fruit platter a bottle of wine and an apology note which was a really nice thing to do But they had actually forgotten to clean the room It would have been nice to use the complimentary coffee and machine they provide for guest who pay the extra for the prestige room But as above not only do they forget to clean your room they forget about the coffee station also So not only unkept but un replenished The breakfast hours are fantastic 07 00 till 11 00 We thought this would be great unfortunately the breakfast area is only big enough to accommodate maybe 10 rooms at 1 time So best try and get there early as you may not be able to sit for breakfast or they may not be anything left After day 2 we decided to eat out for breakfast It was just a disgrace ,0
 The hotel ventilation units were just outside the window working 24 7 you can not imagine the noise check the photos No refrigerator Room was rather small,0
 Meal prices very expensive even breakfast Free wireless internet was useless ran at dial up speeds and dropped out all the time Room was small and we booked the executive room First room we were given had a view of a brick wall,0
 The Wi Fi was weak,0
 Small ensuite,0
 hotel is tired rooms need refurbishment wifi poor expensive,0
 Little bit more room in dining area,0
 Staff not attentive to needs of customers,0
 Bad heating old facility very congested Breakfast options very limited Rooms wee very small,0
 All,0
 The rooms too small and old fashioned,0
 That I didn t book in for another night,0
 N a,0
 Housekeeping was not up to the standard of the hotel otherwise the staff was extremely friendly Our basic room facing the rear of the hotel is good for brief stay ,0
 To renovate the hotel ,0
 only thing was water pressure on 6th floor a bit hit and miss but warm enough ,0
 Cannot think of something I didn t like,0
 The property are perfect also ,0
 Location is too far room without window dirty bathroom no fridge,0
 The room was not well illuminated and small ,0
 A British hotel not having provision for making tea in the room Also it was inconvenient not to have walk in shower ,0
 We weren t that happy about the sink being outside the bathroom and the transparency of the shower ,0
 air conditioning was not great would like an option for BB only rather than being obliged for the Half board ,0
 The room allocated to us was very small ,0
 Very noisy given there was construction next door I would have preferred being informed of it at time of booking ,0
 Room was dark and the window overlooked a roof and another room thus we never saw the outside ,0
 We were put in a disabled room and also the shower flooded thought the room Wetting the bottom of are clothes We the had to change rooms,0
 Toilet gushing water all night,0
 There was no kettle to make tea in the room We had a no window view just looked into another block of rooms Some of the staff didn t speak English well Seemed like there were new staff each day hard to connect with anyone personally ,0
 Late night bar NYE booked by private party Other bar lacked atmosphere and so we didn t stay ,0
 Relatively expensive Fee not include breakfast,0
 Lack of Kettle in the room cant beat that wake up cuppa Bar prices a little steep,0
 Not very visible from the road and the entrance with stairs is not the best welcoming The carpet would need to be replaced on the stairs and in part of the room Sadly wifi was not working on my devices ,0
 The room was chosen as it was meant to be quiet but the pipes were very noisy The room was also set to be at 25 degrees at least and too warm for myself and so by the time I realised this and it was later in the evening the fan was on all night adding to the other noises The hotel was quite pricey I think for the type of room ,0
 Pillows very hard ,0
 The standard rooms are rather small Apart from an office style chair there was nowhere comfortable to sit which was disappointing for a double room The breakfasts are expensive ,0
 Small rooms There is no wall seperating the bathroom and the room,0
 Hotel took two extra payments out of my account which I am still waiting for ,0
 No toiletries when housekeeping had gone home for those forgotten Eggs benedict on a Sunday morning best avoid ,0
 spa area looked much more promising on the picturs compared to reality,0
 Lights kept turning off in room Housekeeping didn t remove room service plates from night before or replenish tissues flannels or hand towels,0
 Room was slightly too small for three people,0
 Lifts were very slow and over crowded we had to wait for 4 lifts before we could get in one There weren t clear signs to the stairs which we would have taken instead Building work happening in the hotel which we were not aware of prior to stay and the hotel bar area was unstaffed when we got back for a nightcap at 10pm,0
 Service at checkout shocking again Breakfast without a smile ,0
 Location a little away from the city,0
 The bathroom could have been a tad bigger ,0
 If you wanted a bath robe you had to request for one,0
 Price was high,0
 Absolutely perfect If one were to complain that it could be closer it would negate the reality that closer hotels are more expensive with often less features and smaller rooms ,0
 I was in room 302 which is close to the cleaners lock room and the cleaner bangs the door all day including early morning so its impossible to sleep passed 7 am ,0
 The shower room has no full door So when I shower water is splattered out They need to fully enclosed shower ,0
 The Wi Fi was spotty on the rooms but great on the reception area ,0
 Located in a strange neighborhood this hotel gives an impression of a once shishy place Loud noise in the backyard prevents travellers from enjoying open balcony ,0
 The staff aren t very welcoming a different vibe from the Experience Department email we received prior to arriving ,0
 not super clean lift only allow one person with luggage ,0
 cleaners felt like they needed to check the room 3 times after it had been cleaned we were still in bed,0
 The building was a lovely early victorian one with our room at basement just below street level I would add that we were offered the room with the three single beds instead of a double and a single and we chose to accept this The room was very good with lots of space and lovely bathroom but because it was at basement level it was cold The room had lovely thick curtains but ai night the cold seemed to permeate through the walls We mentioned it to reception on leaving However it would not stop me from staying there again ,0
 Stains on carpet and furnishings Bathroom was not clean Bath needed fixing Had to call reception for soap Long time to be answered Bad smell in hallways outside room ,0
 Cold room Bad fitted curtains light in the room very early in the morning making impossible a good rest ,0
 when i confirm my booking i did make a request if its possible to have a view of the queens park the gentleman staff says it been arrange already means confirmed when we chick in we ve been located to the most hidden place and we can only see train tracks and walls ,0
 Broken air con in room,0
 price,0
 Couples travelling with large bags need a Club Room just to have a little space ,0
 Curtains sheers and curtain rods falling off the ceiling Walls needed painting very badly Carpets dirty Bathroom tub and shower had black mold between tub and tiles The fact you had to pay for the Internet and wifi and it didn t work most of the time Would not consider this to be a 4 star hotel after staying in other 4 star hotels,0
 Our initial allocation of a room on the 2nd floor this floor has yet to be renovated and was a smoking floor We complained and were immediately relocated to Level 5 which was terrific ,0
 Breakfast was a bit disappointing ,0
 No air con carpwts generate so much static everytime I toyches a light switch wtc I got a shock No iron 25 for 2 shirts and jeans to be ironed and all electrical sockets are old style italian so normal 2 pin for my laptop wouln t fit,0
 Although breakfast was included in the price we still had to pay 10 pounds extra for English breakfast namely for something salty ,0
 Room slippers and shower cap should be included in the package ,0
 Breakfast can be a bit better ,0
 Very small room noisy AC from the roof could be clener ,0
 The room is very old not nice should not be Helton name ,0
 the beaches around hotel,0
 Heating in the bathroom was not working cleanliness must be improved both in the room and in the bathroom The size of the room that we got was not really suited for 4 persons different size room from the one in the pictures ,0
 The only bar area was on the roof terrace would have been nice if the first floor lounge had a bar coffee service as well Also it was very noisey in the bedrooms but it is right in the middle of the city can t have everything ,0
 Door to door with garbage recycling factory It is in fact a motel not a hotel in the middle of industrial nowhere ,0
 the rooms should have a fridge the bathroom in the middle of the hotel is only ideal for couples but not two individuals who are just friends some sockets and lights werent working in my room the towels in the room were not changed after the first night,0
 we ate in our room the first night and meat was under cooked after asking for it to be cooked well done Fruit salad consisted of only three fruits the melon was either hard or over ripe ,0
 The price of breakfast 22 50 euro and the price of parking the car 35 euros a day Ridiculous prices,0
 There was a strange smell in the room and in the hotel,0
 Most Horrible hotel they gave me a room on 3rd floor with no Lift I have to climb 3 floors and rooms were available on ground 1st floor and 2nd floor and I requested them so much they didn t agree to give the room on lover floor The rooms are so tiny you cant even move your self I will never recommend any one for this hotel not at all worth for money ,0
 Buffet breakfast could have been better ,0
 Noisy accommodation fan and lights were very intrusie beds were not comfortable,0
 The bathroom was very small,0
 An actual double bed not two beds pushed together,0
 Wifi is very hit and miss Works in the bathroom but struggles in the actual room Only two elevators servicing the entire hotel leads to problems during the busy times ,0
 Small shower only 1 elevator at the hotel and wifi reception was average at best ,0
 Facility was not as updated as pictures suggest ,0
 The only thing I would comment on is when dining in the evening the young lady that was waiting on us was chewing gum Don t get me wrong she was very good at her job but the chewing gum doesn t look good at all when in a restaurant ,0
 The bed had a wooden headboard that had been treated with some kind of oil or lacquer that smelled quite bad They should be more careful when putting treated wood products in the rooms ,0
 the scrambled eggs were the worst I ve ever had ,0
 The lift was tiny but functional ,0
 Only that one must take public transport to go anywhere in Vienna ,0
 Breakfast should be included with the rooms ,0
 Very expensive but you got what you paid for Breakfast could have been included ,0
 The price was high and I thought I would have at least a fair quality for the money paid The hotel is rated 4 star and i hardly can give it 2 star well it was at same quality as london B B and maybe less The place was dirty I found traces of cockroaches wings on my room floor and it has only one elevator and there is no parking for the car It was a bad experience I don t recommend anyone to stay there,0
 Room should have drawers and a larger wardrobe,0
 Room staff sorry but lack of attention to detail each day twice forgot to leave sufficient towels daily forgot to replace Tea bags often did not remove dirty dishes often did not replace water Small details but importantant ,0
 The prostitutes outside the hotel shouting to each other until 4am wasn t really helpful Room was very very small for the money about twice the size of the double bed and that was after an upgrade from a tinier box room ,0
 Cumberland sausages are not great Toast station needs to be moved away from the corner of the breakfast room as it gets very congested with people trying to get to the pastries jam and toaster The bed was a bit too firm but it s OK Lighting levels in the room are poor without both bedside lights being on The TV starts with a load of corporate blurb high volume and finding how to switch it off and get the TV on was not easy Also when selecting the TV guide it always came up with lots of no information against the channels so it was difficult to find anything as each channel had to be selected before you could see what was on ,0
 The Manager has already received an email from me I await his response,0
 The food setved t the fullers pub was not a good standard and over priced ,0
 No communication between hotel and the booking com non of our requests were taken into account and eventhough we booked a room for 2 adults and one child we were provided with room with only one bed Reception staff was highly unprofessional all trainees who provided us at first a matreess to put on the floor for our 8 year old daughter When we finally got to a proper reception staff who was very professional we finally got the room we were supposed to get However this has spoiled our experience completely Parking is outrageously expensive 36 eur day ,0
 Location of hotel required walking to tube and train to access west end,0
 The food was not very hot and the cost of the evening meal and breakfast was quite expensive ,0
 Will be booking again soon no dislike ,0
 If I had to say something negative it would be that room was on the small side so not big enough to really sit and relax in The rest of the hotel spaces were great for relaxation and comfort so more than made up for the room size ,0
 cleanlniness,0
 The pool was very small ,0
 I was on a work trip and had to work from my hotel room at some points but the wifi was very weak and I could not send emails ,0
 While Ethernet was incredibly fast WiFi was poor in our room ,0
 The area to cross for reaching the metro station was not pleasant ,0
 A stiffer bed,0
 The room I was saying was directly under the stairs and I could hear every footstep I didn t sleep very well as there was a constant disturbance I would suggest insulating that particular room to prevent the noise thudding through ,0
 We like the service of the staf,0
 Everything,0
 The lack of storage and clothes hooks was a real problem and yet so easy to fix it would take no time and cost so little yet without these it was a real issue Please sort this out ,0
 The bed wasn t very comfortable ,0
 Prices for coffee in the lounge was as expensive as a pint of Guinness ,0
 We had stayed 2 nights and are plans had changed We asked for 3 more nights and the rate was so different from check in agents that I don t know what was a good rate or not Thought also the rate was a little high for location Then they also made me pay in full at that time Never had to do that before ,0
 The rooms were tiny There was little lighting in the room and it appeared that there were too separate sides of the hotel one for commoners and one for the people who were paying more I m not sure how much more because I was spending 350 Definitely not worth its money ,0
 I got the hotel at a great price But in general the price has been really hiked up since it was taken over and refurbed Also no movie package anymore That used to be a perfect compliment to a hangover in the hoxton ,0
 The location even though In a beautiful zone and In front of a tram station is approximately 25 30 mins far from the centre ,0
 The hotel was really modern It was clean and really comfortable The staff were so friendly and help full The hotel was also located beside a really good transport system which made it easy to get around,0
 Breakfast expensive Fitness access early morning need a new key everyday,0
 You hear every word of the people next door If those were party peiple you will not sleep,0
 Breakfast and dinner were a mess staff always seemed annoyed had to fight through other guests to get food charged 5 euro for water and would not let tomorrow bring your own ,0
 Too big to be cosy ,0
 Restaurant and bar facilities poor ,0
 The room which was booked as superior twin was a bit too small,0
 We had the breakfast the first morning But quite boring and quite expensive considering there are some great little bakeries with fantastic food ,0
 rooms are very old and dirty ,0
 I requested a wake up call that didn t come my TV didn t work properly I reported it but no one came to fix it that I know of At check out I spoke to the guest rep and she apologized and said she would look into it and email me Upon my return to the States I had an email stating they would upgrade me to a more expensive room on my next visit Well that s all well and good but I m not planning a return visit and if she had asked me she would have known that This was my most costly booking and to be fair given the location I think it was relatively inexpensive but in retrospect I enjoyed my stays in smaller guest houses where the host and hostess really go out of their way to make you feel at home and provide you with whatever you need and in all cases with less means ,0
 We had to wait like 10 minutes as there wasn t anyone at front desk when I got to hotel Plus we found our card details laying on the front desk Was really shocked There was only 1person working so maybe had to do something ,0
 still expensive,0
 Breakfast buffet need to be enhanced,0
 There was no GYM ,0
 Not much to complain about Room size was small C London after all but everything was fairly efficiently designed ,0
 Siz of the room the smell was not good as well ,0
 The room was on the small size for the price ,0
 Price of breakfast,0
 Quibble quibble quibble Honestly where does this negative energy direct one other than a roller coaster ride to the road to nowhere To improve and enhance is an ordainment but let us also not take those gestures of kindness as our birth right Listen to that voice from within This universe of ours along with its myriad imperfections will seem a celebration then Italy is one such place as is Spain That Latino spirit with seemingly endless dimension enough to embrace eternity within its fold ,0
 The front desk could be more welcoming Smile goes a long way ,0
 Cost in conference day,0
 Room was a little tired however they are being redecorated during AW 2016 17 Breakfast poor value ,0
 room little bit small for three persons,0
 Room was quite small and a little worn,0
 Terrace restaurant very expensive but good views ,0
 Maybe the costs of staying there its a little bit expensive now,0
 Lack of room service past 9pm,0
 Only slight issue was the Doors of rooms are quite loud when they close so we kept hearing doors shutting early in the morning ,0
 Price is slightly on the higher side but you get what you pay for ,0
 Was in the annex and we were unable to open door It was laborious having to ask the reception to open our door every time who also took minutes to get in Would prefer breakfast to served until 10 rather then 9 30 No room to change in when your room isn t ready so had to use the smallest WC ,0
 Room was very small and had a small staircase up to the bed,0
 Very far from the center and scary neighbourhood and no parking place,0
 The room wasn t very clean Dirty ceilings old food in the mini fridge ,0
 We booked the hotel as room was advertised for 3 people and as having 3 single beds suitable for a holiday for myself and 2 friends The room actually only had 2 single beds and a small camp bed more suitable for a child The room was made up for 2 adults with 2 mugs towels toiletries etc The hotel staff cleanliness and breakfast was all very good but I feel it was wrongly advertised on booking com,0
 The room size was very small as compared to the one shown in the pictures left me disappointed ,0
 Genuinely can t think of anything,0
 The times the rooms were getting cleaned I found that it was way too early I had a knock on the door Sunday morning at 9a m while I was getting for breakfast and on my arrival day after just getting into the room they were knocking to come in to clean after it had already been cleaned for check in ,0
 Close to Termini ,0
 We had to queue for about half an hour to check in because of a group were checking in ahead of us Eventually another member of reception staff came out who helped book us in quickly after that Rooms are lovely and comfortable but the walls are a bit thin We could hear what was going on in next door s bathroom ,0
 Was too dirty,0
 The look and feel of the hotel is very oldfashioned The bathroom needs refurbishment And there were no soap bodylotion complementary water and hotel slippers present I have stayed in three stat hotels that are more modern and do provide these extra little things ,0
 the only thing I didn t like was the concierge services concierge took for ever to get our bags when we were checking out concierge didn t weigh our bags when we requested it took him 1 hour to do so ,0
 Renovations meant that there is dust all through the lobby and conference area It has triggered terrible asthma and I am now unwell ,0
 The fact my room was 149 but 199 was taken from my account pending and it s still showing as pending leaving me 50 short Not cool ,0
 A bit old Needs some refurbishment ,0
 Air con unit rattled a bit ,0
 Chandeliers in 1910 room breakfast room were incongruent with architecture ,0
 The photo was a little off for the mezzanine suite It showed the master bed on the ground floor in front of the tv with the couch upstairs in loft Not a huge deal but we like to go to sleep with the tv on Luckily i brought my iPad Breakfast was a little pricey but delicious ,0
 I missed the more healthy type of foods from the breakfast selection eg whole grain bakery or wider range of vegetables Although the room was comfortable but I missed that there were limited storage places where we could put our baggage and clothes It was also the case in the bathroom ,0
 1 The clerk male at reception was rather rude indifferent at best At every other hotel the staff were beaming and bending over backwards to help It was NOT a good introduction to the hotel 2 The bed was uncomfortable it sank into the middle 3 The air conditioning was very noisy 4 The breakfast was way overpriced NEEDLESS TO SAY WE WON T BE STAYING HERE AGAIN ,0
 Room was tiny desk chair was atrocious Restaurant service was non existent we were ignored most of the time Choice of cereals at breakfast very poor ,0
 TV channels doesn t match the TV card menu ,0
 Breakfast is very limited and no tea and coffee facilities in the room Seems as though room service is also always closed You should improve this ,0
 Never managed to adjust the temperature of the water in the shower as usual in Paris ,0
 Breakfast very poor cold one day and the next all the juices had been watered down Pool really worn down no spa pool as advertised ,0
 Not many places open in the surrounding area near hotel at weekends you do need to travel to a different part of the city for entertainment,0
 Room too small for family of five Pool sometimes children not allowed,0
 Breakfast was too much expensive Not enough free bikes when we arrived they were all finished ,0
