,review,is_positive
1071,bit far midnight tube close pricey taxi ride,0
1072,hot dish  could varieti better qualiti   15 min walk navigli canal close,0
1073, could insight recommend tip could gener interact guest,0
1074, 10 minut away centr,0
1075,signific differ order receiv  citi view  paid receiv  overlook inner courtyard paid air condit privat bath citi view free wifi got citi instead first check offic build metal pipe near window good start hop hop bu citi view  synonym citi view see imag insid oom outsid  area,0
1076,took get tea coffe morn  apart much complain,0
1077,long walk  extern window corridor cold,0
1078, small although expect london  flood bath everi time use although abl use towel stop small annoy ice machin level work advis menu   servic  cold even heat cold second night end use towel extra layer  duvet stretch two us partner slept sheet duvet complet fill   felt cheap okay main complaint dinner enter relax bar dinner sat notic everyon around us busi receiv tabl servic wait wait someon take drink order one even said hello wait 10 minut partner went bar order drink also request menu advis  eat drink brought us decid eat wait wait one came take order even though told would partner got tri order moment later supervisor came took order order two pricey steak thought would taken serious warn 35 minut wait food fine food brought us think waiter could got away even faster tri offer condiment partner get ask salt order steak medium rare know offend peopl hate blood food appar offend chef steak medium rare one came check everyth okay food point given servic,0
1079,paid wifi  add  price let forget ask connect payment process,0
1080, unpleas stair 3 floor help  place far tube station,0
1081,thought  includ wherea cost 108 3 night stay,0
1082,arriv 2 hour check told  polit  think would realli nice offer drink whilst wait  hous case top us ,0
1083,  rambrandt squar rambrandtplein lt liitl noisi night,0
1084,would nice hot coffe   safe hairdryer work sure would fix thing bother complaint realli love,0
1085,would hard say like 2 3 sentenc  definit 3 half 4 star list aw,0
1086,care walk front door narrow sidewalk pedestrian biker use almost got hit bicyclist step front door,0
1087,extens restor work go scaffold outsid window block view temporari recept area build old hospit still see hospit aspect insid work complet sure fabul fridg  well one ineffect,0
1088,n,0
1089, properti  suburb milan 30 minut trolley car ride citi center cor  servic provid thought bit pricey rate german  standard would put somewher standard first class 3 5 star,0
1090,pay wifi includ,0
1091,let  arriv dine  9am  cook stood stand 5 min somebodi came threw load cook greasi bacon tray ask tea twice sorri let,0
1092,far london long walk tube,0
1093,principl admit trip particular problem ever,0
1094, matrix btrakfast rich facil,0
1095,prici read super high review expect blown away lobbi spectacular  littl musti date,0
1096, 2  push togeth,0
1097,ac cool  enough told technician would take look later told work luckili cool outsid open window internet includ  rate rather slow  clean well clean floor especi  seem done well housekeep also came make  rather late day,0
1098, bit cold come back citi,0
1099,mayb english languag newspap also travel ticket combin could better explain although realli  job would help vienna great transport need master,0
1100,breackfast low qualiti,0
1101, small ideal 2 ppl babi  make quit tight space,0
1102,smoke smile everi except lobbi,0
1103,construct next door result earli drill 6am loud bang fault  disrupt morn prevent sleep otherwis complaint,0
1104,bath  terribl way could relax even wife 5ft 7in found uncomfort,0
1105, small,0
1106,lift small long queue ,0
1107,servic averag girl recept arriv immatur unprofession,0
1108,stay sever week  everyday challeng fake egg terribl,0
1109,go home,0
1110,none,0
1111,tablet confus work televis nightmar,0
1112,wi fi signal poor  7th floor howev abl connect use internet  rich satisfactori,0
1113, small like pictur suggest also air con broken,0
1114, servic bad order coffe lukewarm order chilli jacket potato wors partner ever eaten half music channel tv never work paid late check 3 differ peopl knock door 1 ladi tri come  full english  poor toiletri half full good job,0
1115, averag  basic  comfort,0
1116,n,0
1117,cleanli  disappoint found hair  bathtub toilet brown stain around rim seat air condit seem work properli end sleep top  night,0
1118, small typic featur  near paddington cours,0
1119,view window bad price mattress hard sleep well,0
1120,get roof bar downstair busi,0
1121,problem park would help could includ detail nearest conveni public park,0
1122,servic restaur bad  far center close arena,0
1123,felt like stay ikea night  well lit,0
1124, front strand noisi,0
1125,tv sit area away  didnt work told would fix next day happen husband upset maid left us towel day,0
1126,nois night neighbour  sid light,0
1127,need better soundproof  hear everyon intern corridor stairwel well adjoin  warn nois public extern area even quieter alleyway quit echoey choos intern  possibl keep window open night aircon cool  heat,0
1128,first  also busi given low ceil weird shape mezzanin type inclin window littl light interconnect ,0
1129,narrow  unfriendli ,0
1130,disappoint  old need renov bath door peel window shut properli sad hilton live expect,0
1131,cold bath even heat towel rail brrrr,0
1132,dislik,0
1133,park entranc exit small care scratch car,0
1134,1 need decid student hous  2 servic bad  student hous ok 3  servic menu food  confus 4 housekeep bad forgot chang towel chang  sheet whole stay 5 put restaur check  even restaur pool insid  6 wall  paper thin listen everi singl nois next door guest,0
1135,cleanli need attent,0
1136,lost stuff ,0
1137,dirti grubbi  furnitur disrepair ect,0
1138, top floor sometim poor satalit tv connect,0
1139,bath hair condition,0
1140,heat easili control coffe  appal  overpr soundproof poor,0
1141,swim pool dirti white flake black dirti bit float around go pool sit next pool nice,0
1142,bad light  mirror get readi make also electr point front mirror hair dryer,0
1143,temperatur littl cool,0
1144,much space ,0
1145,wall great hear go  next,0
1146,look like bar primari busi  lodg side busi want check enter pub ask bartend bit strang bit expens  got look emerg plan notic got smallest  bathtub ,0
1147,bit expens,0
1148,money get place know could happen london,0
1149,taxi airport minimum 30 charg know bu rout much cheaper easier,0
1150, respons weird smell bath ask someon check took half hour come simpli said smell anyth anoth morn ask towel could come 40 minut,0
1151,slightli noisi sever light bulb  work  littl shabbi place,0
1152,,0
1153, without window cold would stay upgrad premium  given chanc,0
1154, grime howev could still wash,0
1155,indifer eesign far 5 star delay everywher check baggag storag problem technic took forev solv,0
1156,tile bath look like hadnt clean week heater blow cold air regardless set  head dirti,0
1157, could continent full ie continent food good qualiti everyon eat full  20 expens continent ,0
1158,pool water look clear skip idea swim  overal thought love,0
1159,basic  thin towel soap,0
1160, littl bit dark dark wooden could chang,0
1161,everyth  perfect us,0
1162,stay longer,0
1163,sever english tv channel work,0
1164, servic food,0
1165,given wrong  arriv gym also look like pictur websit  also expens get littl run,0
1166, servic daili howev hoover clean way would expect,0
1167,far noisi old window need replac window better stop nois busi traffic old airco system continu make nois even switch,0
1168, need modernis except,0
1169,request bath tub book long time ago  alloc select till arriv facil avail even grade suit sure time book avail would easi  effici happi eas resid,0
1170,extrem small  enough one person small suitcas liter abl open big suitcas,0
1171, bath extrem small bath avail throughout  whatev categori  book,0
1172,non function towel rail wet ,0
1173,sofa  option children could comfort would great could fit two small singl pull  space,0
1174, includ price facil make drink includ foyer found public area dark depress especi blind spot look seedi type place women cost ad hoc item expens e g small glass wine 12,0
1175,request twin  turn two mattress one duvet linen doubl effect doubl  twin ,0
1176,nois bar night,0
1177,arriv still build work go  next door drill use 5pm friday person think guest stay build work happen next door,0
1178,wc small,0
1179,air con  broken made  hot open window couldnt realli sleep due noisi traffic passer curtain realli thin also feel like peopl see light light night due street lamp  love select howev hot section wasnt kept heat first morn alreadi cold couldnt realli enjoy total cold egg sausag mush etc also say bit pricey 12 pp,0
1180, small comfort price high lobbi small,0
1181,10 park overnight,0
1182,small ,0
1183,qualiti  seem vari time compet time  seem unabl resolv simpl issu busi  overal think fine get attent,0
1184,corridor need renov,0
1185,wish better mattress slightli uncomfort sleep ,0
1186,firstli get fair pictur actual  secondli offer crappi  pictur price appropri,0
1187,section bath littl bit dark put makeup imposs although offer small illumin mirror case work could sure better use park servic car cost 35 euro per day arriv ask us time would like car back decid leav earlier realli bad weather initi said would take 1 5 2 hour would bring car said arriv final took 1 hour 15 minut still know advanc compar  think littl bit overpr think gener  amsterdam expens,0
1188,price paid would expect better  paid 50 better  travellodg,0
1189, small cramp,0
1190,size  littl small price good,0
1191,park expens henc empti compar  milan,0
1192,door littl touchi tri wake entir hall,0
1193,check could get  till 330,0
1194, bad real activ london spent much time travel properti,0
1195,opportun great view patio brick wall,0
1196,mani tabl    small,0
1197, ground floor window face small back yard modern extens night woken nois made guest return  extens nois loud someon talk ,0
1198,like make mind night whether  night avoid pay extra,0
1199,book anoth night,0
1200, sound prof could nois  coffe  good,0
1201,lift bit temperament,0
1202,air condition work properli noisi,0
1203,like  much better holiday inn bloomsburi stay week ago got special price would pay think full price  would worth,0
1204,small pool sunb usual busi poor light view  face patio,0
1205,think four season  ,0
1206, food day 6pm post 1pm extrem inconveni given   also day  nice night recept could bit friendlier,0
1207,good,0
1208,keep  2 3 hour 12 realli expens,0
1209,although  realli nice help lot spoke enough english difficult time,0
1210, includ,0
1211,difficult get seat tabl bar area perhap small area reserv  guest,0
1212, uncomfort request doubl  got two twin  put togeth doubl duvet middl  imposs sleep,0
1213,man entranc roof terrac let us get terrac say fulli book went insid find place find anyth went back terrac seen mani empti tabl nice ladi saw card  told us guest enter mayb man ask stay  let us enter ruin experi receptionist realli nice,0
1214,rather outdat amen live quarter,0
1215,pool miss spa thing would chang could,0
1216,floor wet  direct water back show ran main bath,0
1217,elev stair issu,0
1218, like cubbi hous throughout travel never stay tini  nowher move except lie  nowher along wall put case put front cupboard made difficult use cupboard bath way tight understand smallest   top floor slop ceil  size shown net book awar size would request larger ,0
1219, small,0
1220,park elev work weekend,0
1221, small,0
1222,check inform book com charg credit card despit clearli ask cash payment believ anyhow  charg card previou arriv schedul got handicap equip  last minibar empti water  valu money sorri look next time anoth ,0
1223,could doubl tripl glaze citi noisi,0
1224,window fresh air  one lift,0
1225,bar stock great select drink especi gin,0
1226,pina colada need rethink,0
1227,abrupt one member  border rude concierg help friendli pre warn need 50 per night stay deposit would refund left fulli paid  4 month earlier bath slipperi one comfort chair  sit 2 us,0
1228,gym  ok,0
1229,restaur close earli friday night,0
1230,air condit difficult oper  small,0
1231,bar price,0
1232,bath  poor view spa pool area small,0
1233,safe  work  although work amazingli insid bath screen built difficult get healthi adult anyon older disabl abl use light dull  littl dull husband stay son fabul  mine bore dull light poor adequ expect know  like,0
1234,quit tini ,0
1235,quit noisi soggi ,0
1236,bake bean full english  promis fix though,0
1237,pay wi fi go coffe shop free,0
1238, curtain  bit short plu spray sideway face narrow part   might better one end longer  space take  got floor bath bit drippi took care dri walk wet onto carpet ,0
1239,recept slow sometim ignor,0
1240,everyth,0
1241, quit expens howev option insid ,0
1242,complic wifi connect protocol nois  next door could hear peopl convers clearli,0
1243, could includ price,0
1244,pictur showen site mislead  meet standard 4 star ,0
1245,none,0
1246, dont mani choic,0
1247,price sound proof  organis price  price park,0
1248,bit warm  prefer rather cold problem ever,0
1249,date desper need refurb  friendli half understand,0
1250,pool size,0
1251,could bit cheaper,0
1252, small open wardrob door past halfway made tricki get stuff,0
1253,would like bottl water ,0
1254,properti derri smal ,0
1255,sauna steam  use spa fit facil book advanc exclus privaci nice problemat limit time  size ok top floor  shallow area like bath one realli care hit ceil,0
1256,singl  back side small blind window outsid light possibl loung quiet internet front desk peopl cool restaur unpleas ambianc  full renov,0
1257,realis far citi ctre seem dreari area ugli build,0
1258,climat  often could window clear outsid,0
1259,small  small elev,0
1260,obviou  option price avail  littl firm comfort lay  slightli cramp space,0
1261,misrepresent  star rate ok ,0
1262,hot cook  buffet littl cold,0
1263,poor view window wall,0
1264,web site show   along main road directli behind lancast tube station end walk bu stop opposit lancast tube coupl mile get taxi rather annoy,0
1265,paid wi fi,0
1266,need instrucitn air con,0
1267,small  old  cold heat bath winter equal freez,0
1268,,0
1269,doubl  compact even upgrad,0
1270, small minim storag space price paid expect much larger ,0
1271,two major unaccept issu 1   pn 1st floor opposit huge gener creat extrem annoy sound supposingli gener witch 10pm case 3 night 2 addit temperatur unmanag check  temperatur freez cold tri open old heater heat work 2nd day return  heat work  temperatur probabl around 28c tri lowr heat turn mani time antiqu sweat valv without success sleep hot enviro total nightmar defenetli never stay  recommend anyon,0
1272, warm mainten tri twice  temperatur abl cool,0
1273,noisi cramp claustrophob  mislead aspect good neighborhood night review correct mani aspect  conveni servic  window everyth next door,0
1274,price list mini bar power point work made charg mobil devic bit tricki,0
1275,much restaur nearbi,0
1276, extrem hot spoke manag said non control mid season leav window open night,0
1277, small,0
1278,stay  g02  cubicl disgust year grime around door side  head clog scale slime bath sink block back fill water dirt  aw two singl  put togeth one realli lumpi big sunken part middl clearli old knacker duvet thin sheet doubl warmth sleep fan noisi also hear  flush toilet chain sound like water actual pour  tea coffe make facil coupl cheap brand tea bag cup dirti smell floor cleaner 20 could stay premier inn would spotless come good night guarante,0
1279, low qualiti foood,0
1280,like everi thing,0
1281, small  overwhelm number saturday night restaur  number request forgotten eg make sofa  dinner,0
1282, includ,0
1283, could better coffe great well,0
1284, warm cool 50 50,0
1285, could comfier consid  packag  also need uplift dissapoint,0
1286,space small,0
1287,littl bit prici,0
1288, tower conveni need take 2 lift get ,0
1289, littl cold night although heater,0
1290,hope balconi,0
1291,doorman would let wife  question twice  number proceed shut door face  ask tabl would like chose tabl window told could sit tabl 4 peopl next peopl ladi daughter shown tabl request alway rememb  wrong reason parti 12 american businessmen women work compani two week proceed book  dorchest us everi time,0
1292,variat price silli standard  paid averag 100 euro night heard anoth guest bill 80 euro advertis price 409 euro price   servic drink much high went elsewher patisseri littl squar end street turn left recept good standard  quit crowd may prefer larger size small typic pari nois issu guest,0
1293, sound insul realli hear everyth peopl talk next   use vacuum cleaner door open close nois street  spain problem exzept w  barcelona suppos spanish architect abl plan good sound insul thu recommend german architect absolut abl implement good sound insul corridor rubbish  nearli day seper elev ,0
1294,want stay near top  view howev night 1 5am alway lot nois come us like drag tabl chair etc fault stay would stay floor lower,0
1295,ask mug  towel kitchen area,0
1296,could pay restaur food card cash appropri us,0
1297,decor enthral turn other though certain go eclect opul seem odd wall faux snake skin faux allig faux corrug steel uniformli black paint uniqu simpli style wife found less issu may addit put light switch panel dozen plu button frustrat spent sever minut tri light bath oh seper switch elsewher one task adjust light anoth discuss one nasa inspir switch scare bejesu made string curtain close wall behind would string wall guess bad place kick back enjoy amsterdam tast coffe hous might like say rel afford bag babi go anoth review said place actual much darker appear photo,0
1298,inform facil entertain  use got good price approx 220 gbp day good valu money still sometim price 350 great deal oper tv could pain sometim respons time poor,0
1299,singl  incred small space even put suitcas could touch opposit wall time singl  creaki toilet hard flush requir least two goe old ineffici lift,0
1300,tap sink hard adjust,0
1301,plan eat restaur first night mon 9th may disappoint possibl advis french restaur close food excel expens advis arriv facil would avail good abl open french door garden  stretch bit,0
1302,noisi sleep well quiet  chang,0
1303, outdat old stain carpet bath facil also need improv,0
1304, cave side someon heavi slept pillow synthet fill,0
1305,big busi price valu,0
1306,tv work sink bath work report quickli fix water vend machin extortion price 8 bottl minor niggl realli pleasant stay,0
1307, cold servic regularli,0
1308,wifi includ,0
1309,internet coverag speed brilliant,0
1310,even  new clean dust floor special corner dirti badcov someon hair stuck insid basic thing allow feel comfort first minut  warm air condit work stay around 6 outsid heat bath way dri cloth even towel one small hanger sum stay one night could live look forward check would recommend ,0
1311,book  2 peopl toiletri 1 person secondli dissapoint run marathon next day couldnt sleep properli night due heat  way reduc temperatur air contit open window noisi came 1 night matter lot,0
1312, felt slightli cold adjust heat,0
1313, pillow  hot,0
1314, clein,0
1315,smallish  ok heat night  turn wall,0
1316,light fit quit dusti,0
1317, hot,0
1318, good choic knew paid   expens,0
1319,check 30 min  readi 20 00h  overwhelm,0
1320,bath could toilet brush,0
1321,420 2 night expens least includ  also think view back yard superior  poor make us wonder standard  would like,0
1322,pay use health club next door,0
1323, could friendlier,0
1324,websit clearli mention number  ask extra  five   mani us four,0
1325,n,0
1326, facil restaur outsid ,0
1327,poor light rude  worn furnitur bath 4 star sure,0
1328,bad experi found lack access side doubl  incoveni night disturb sleeper,0
1329,bit noisi earli morn nois road becau   besid plaza espanya  nice expens consid price,0
1330, dirti found blood spot upper  sheet,0
1331,fan move stale air around got warm ,0
1332,bath bit cramp plu request eiffel tower view will pay refus given standard  instead check  bit rude,0
1333,expens,0
1334,applic,0
1335,expens given compact   includ unabl open window fresh air,0
1336,one  advis us go larger supermarket want somewher buy chees neglect tell us far walk look close map least 25min walk dark known better advis us take cab,0
1337,air con  bit noisi,0
1338,none,0
1339,disappoint good previou time stay aircon work  front traffic nois issu mattress seem hard got backach afterward,0
1340,fact leav,0
1341, updat sinc  built  recept need improv relat client  item poor qualiti,0
1342,bit noisi due bar open till late,0
1343, atitut old facil,0
1344,thought  includ got wrong,0
1345, small,0
1346,find fault ,0
1347,staircas clean consid lift small attent paid cleanli staircas,0
1348,amen price,0
1349,given  forgiv lot thing gym would realli nice,0
1350,poor  e g fridg four star  sever issu extra payment garag 500 ,0
1351,recept quit frosti upon arriv mainten  daili clean high standard  servic menu limit,0
1352, renov soon possibl facil fit,0
1353,carri luggag go gloucest road tube stair go earl court eas access  inform minimum taxi charg 10 pound tube best inform,0
1354,coffe machin automat minibar work normal like vend machin work  safe work arriv empti batteri chang call recept sign  faucet confound mean open water hand  water come ceil  quit displesa get cold water,0
1355,undertrain clueless   feel import forget pay  wage ask  simpli know help,0
1356,,0
1357,size  elev quit small,0
1358,ask recept book taxi 8 seater us  train station sad say extrem overcharg,0
1359,noisi lift,0
1360, old ok except bath comfort littl dark  comfort hair dryer old coffe machin kettl avail ,0
1361,carpet tepich old dirti,0
1362,littl pricey want worth,0
1363, refurbish industri tend notic  mayfair could bit modernis program carpet bath tile ceil lobbi water damag,0
1364,televis need updat,0
1365,limit space wardrob hanger,0
1366, expens offer cost extra use spa gym facil crowd smoker right entranc yuk build site across road,0
1367,even bar restaur close privat parti told check time ask recept anoth  made avail e busi loung told requir food drink would use  servic saturday even accept attitud  recipt take leav attitud also  look tire need refurbish never stay  use mani year look place stay,0
1368,book twin  got twin  one huge duvet would like separ duvet,0
1369,check littl awkward earli wait bar problem howev guest arriv given  key ask manag explain  readi could look one end stay perfect mayb receptionist moodi harri ring phone could offer level servic minor detail  except  perfect,0
1370,price could somewhat lower especi  food avail,0
1371,good view window littl kitchen,0
1372,heat nois outsid  night reason,0
1373,everyth spot,0
1374,fairli laid back,0
1375,thought get balconi sit area given  smaller balconi without seat realli problem  nice,0
1376,bad experi,0
1377,enjoy visit,0
1378,lot stair,0
1379,appreci london  small place take extrem sole lift place fit 3 peopl extrem slow ridicul want cappuccino complimentari  need pay extra,0
1380,earli morn could hear faint rambl underground metro train near small indoor pool rather cold,0
1381,ac work led restless sleep complimentari  good big select,0
1382,small problem electr socket one side  work would good abl charg phone overnight use alarm,0
1383,like water closet lid cover flash button,0
1384,granola  access bbc tv,0
1385, desper need refresh  horribl bath updat function hunt plug carpet need replac,0
1386,complimentari tea coffe,0
1387, help 3 night stay probabl 7 8 differ  encount day night 1 ladi front desk 2 gentlemen help luggag nice rest either cold help,0
1388,wifi slow,0
1389, comfort bath tini bare fit ladi restaur name alexandra rude obnoxi,0
1390,downsid  bit compact realli issu mayb other,0
1391,time alloc children abl swim small pool son 11 fantast swimmer disappoint use pool even though girl check us said could pretti flexibl case,0
1392,demerit tini littl bar soap,0
1393, well soundproof,0
1394, small,0
1395,lift narrow staircas  small recept stay differ build,0
1396,block money card unblock yet,0
1397,need larger check area handl number peopl,0
1398,everyth,0
1399,expens old furnitur small  stuff recept care stay request,0
1400,travel kid possibl book biggest  matter reserv confirm,0
1401,book club loung access renaiss lack usual select drink food item egg  could done hotter better equip serv area would probabl help also slipper robe ,0
1402,maze like corridor smaller  could leaner less furnitur  could chang menu everi 3 day least longer stay get repetit even somewhat extens,0
1403,moldi smell bath uncomfort awkward ,0
1404,charg pool cost ,0
1405,book small doubl bit small one night stay,0
1406,sadli mainten  seem sadli lack put  air condit work appear gaul whole floor talk peopl move anoth  complain fault hot water  tepid  friday night stone cold saturday morn bad boil kettl wash hot water restor saturday night sunday 4 drink bar saturday offer us 20 bill bare cover servic charg found quit pathet eventu whole bar bill written would prefer pay bill hot water,0
1407, small two,0
1408,wifi paid unusu unexpect surpris  day  cater larg group make check check challeng depend time restaur  though close mariahilf strass wide choic restaur,0
1409,heather work tv work bath bubbl nt work therefor would expect someth return,0
1410,expect abt coffe suppos pay cash exchang money got paid credit card without ask even mention  cathedr church right next  construct one window useless,0
1411,littl  mishap sort swiftli,0
1412, dusti dirti  head broken  properli  noisi night get ask stay check,0
1413,expens minibar,0
1414,queue  big problem gener long wait  attent provid refresh wait note queue exist decid  late earli work 9 00 9 30 queue,0
1415, small,0
1416,arriv earli told come back 3 pm return  still readi wait bar complimentari drink  readi,0
1417,thin wall heavi noisi door,0
1418,food  buffet vari abund everyth good egg dri granola rancid grapefruit bitter worst plate serv utensil burn hot bright spotlight everi day someon gave fresh one heat complain hair dryer  encas drawer cord allow reach mirror gave anoth one,0
1419,could shelv bath washbag etc place hang towel,0
1420,ask  made sever time clean wasnt done properli day bath seem done properli,0
1421,secur friend stolen bag becuas poor secur restaur nobodi check peopl come restaur thiev easili get restaur wait target,0
1422,small  shockingli small wardrob,0
1423,door handl fell  fix quickli though,0
1424,warmer month difficult sleep without air condit,0
1425,complaint would glass door bath fan  make smelli bath deal breaker mean,0
1426, bit tire sid tabl,0
1427, tini mayb 3m x 3m bare enough  us walk around,0
1428,minor build work next  bit dusti nois issu,0
1429,milk  difficult obtain  servic lift full,0
1430, idl say least,0
1431, clean enough especi carpet bath tile got retract  adult wifi good,0
1432,1  inde far citi center tram get crowd pleasur suitcas etc taxi central station 20 least comfort ride 2 price bit steep consid  far away everyth,0
1433,clean air con littl fan keep us cool heat expens got,0
1434,current undergo build work view build site next door great,0
1435,check took age got desk took 20 minut short time got  someon els luggag delay us get readi go show wait owner collect appar   misplac,0
1436,pillow could comfort housekeep could better term clean  make replenish toilet roll,0
1437,neg babi chang facil wing check chang babi howev  allow us access old  resolv complaint,0
1438,  bad almost break leg came  towel water floor ,0
1439, behind recept rude,0
1440, could better standard  would expect higher qualiti cook option mayb order,0
1441,like  pre paid  went caf across road good  half price  good lack bar area plenti  accommod one seem shame,0
1442,bit littl choos ,0
1443,,0
1444,take time check could process one custom time way wait 5 10 min time major issu though,0
1445,water pressur light,0
1446,everyth  pay like coffe  even bag weight minibar ,0
1447,usual parisian small ,0
1448,spa massag full 55 minut expect howev bought manag realli help deduct price also gave email contact directli futur,0
1449, stay small swim pool shown advert look smaller,0
1450,drawer cloth nice closet drawer night stand dresser,0
1451,much natur light due surround build,0
1452, screen bath leak across floor,0
1453,accessarou toilet,0
1454,didnt like  wasnt quit fair compar pictur book especi bath eventhough realli comfort ,0
1455,clear distinct  street familiar street build london could easili walk past  take notic wall floor  door sound proof would much rather disturb nois street guest neighbor   easili hear housekeep  talk walk frustrat five star  one would expect sound proof door least though  rel new eclect theme  way outdat  featur light c curtain control electron sometim work properli,0
1456,hot aircondit work,0
1457,coffe ,0
1458,,0
1459, seen better day cor gener tire variou fit  need repair notabl tabl level sink tap bled black bit use  also stank smoke got wors c turn  gener uninterest earli arriv ask could access  get chang cut leg travel wish dress cut chang cloth blood two three  member ask perplex question despit abl see injuri third  member offer band aid use ladi toilet easi tri open suitcas cubicl five minut   would felt good deal better dispos toward venu particularli like attitud duti manag check rais issu fault  impli problem put past perform ie lack effort stand recept bleed hope anyth would happen impress implic pre arriv email  go upgrad us celebr stay instead gave us one slice ined lemon cheesecak remain unimpress promis follow  regard concern happen  averag servic remain indiffer expect four star  recommend return,0
1460,nois station heard ,0
1461,travel alon singl  fall short expect  small claustrophob  push window terribl draft use cloth seal window suitcas protect draft uncomfort ask chang anoth  situat,0
1462, littl small expect ,0
1463,requir extra pillow never got also lost english channel report never got sort went two day lost channel,0
1464,price  14 top b b offer,0
1465,price charg  includ basic facil like tea coffe bag travel would expect one tap bath leak one occas  clean  tri open  clean  without even knock ensur one insid 9am,0
1466,tea coffe make facil ,0
1467, doubl book taxi arrang chaotic overpr,0
1468,sometim could peopl recept avoid wait time,0
1469,would love swim pool,0
1470, servic easi also refriger  big turn bar downstair alway littl difficult get  support,0
1471,thing need drink make facil  night town enjoy need refresh wake get  get chang make way 5 floor get drink use  2 night would start get irrit lack space ,0
1472,ask 2 connect  extra  gave 2  differ floor extra  avail ask blanket told 2 blanket bad experi,0
1473, wall bit thin could hear peopl next  speak loudli 2 morn suppos depend peopl get next  also   bit expens 13,0
1474,small  view expens,0
1475,holder  head could better excel water pressur mean holder go uncontrol spin lose concentr second,0
1476,hot water hot although  recept check said fix,0
1477,narrow washbasin  rate expens side,0
1478,reason housekeep restock towel everyday,0
1479,one  member look check well oper concierg help line peopl wait pressur hasti question book etc,0
1480,clearer explan car park oper work alright end,0
1481,prearrang tri make restaur skyy bar end mess  food croissant aw horribl scrambl egg everyth hot cold slice fruit dri bake bean skin nobodi appear charg food offer  hot temperatur could control,0
1482,would prefer tea coffe make facil iron although  laundri cost partner would prefer bigger gym person,0
1483,includ ,0
1484, price,0
1485,inform properti alcohol licens confirm book found went restaur dinner eat huge amount option vicin almost spoil break would never consid go back pleas consid inform peopl futur,0
1486,brasseri restaur menu ok could litl interedt,0
1487, rude  cold almost freez,0
1488,restaur floor dirti,0
1489, speak english well long check,0
1490,expens place pay 5 gbp beer  lobbi cheap,0
1491,park conveni,0
1492,lift action 4th floor couldnt help check hour half late due late check out custom ask free drink inconveni apolog offer ,0
1493,standard ,0
1494,place look old curtain  suppos white black dust,0
1495,like issu,0
1496,perhap littl   area bit difficult find way pool ,0
1497,overpr small  ac seem work warm water ,0
1498,smell sweati sock first floor corridor,0
1499,interconnect  noisi request one sound carri cleaner left nearbi door latch whilst clean 7am continu bang ask close apologis happen 2 morn later holiday want lie,0
1500,bought earli checkin arriv  readi wait almost 30 minut go  day tri eat someth bar 10 10pm order sandwich almost 11 pm yet arriv cancel order know sandwich machin troubl tell order food  well train  unfortun sofitel list best ,0
1501,lift break regularli soundproof  soundproof could hear snore next door neighbour mobil phone convers middl night,0
1502,park vallet  could improv,0
1503,late night call housekeep ask  need clean 9 50pm,0
1504,restaur remot  howev short walk approx 10 minut closest metro station  help howev comput recept help get around milan awar air condit two set  decid whether hot cold may need use natur air outsid cool  hot,0
1505,tempetur hot control didnt work,0
1506,radiat  bit noisi  kind help even reserv anoth  us even refund us money,0
1507,rate bit high side,0
1508,call multipl time get 50 euro hold deposit accept  admit fault still good enough,0
1509,  clean,0
1510,particularli like strong  perfum float around entir facil,0
1511,well isol could hear neighbour talk  next door,0
1512,like  much thought rather expens,0
1513,n,0
1514,kept catch leg corner  quit sharp gone home coupl bruis disappoint bath everi thing els excel also would like anoth mirror  hair,0
1515,receptionist chines look black hair neg rude act like mood anyon never saw smile 4 night stay mani role like water boiler iron allow  found  taken away till end stay  limit,0
1516,like everyth ,0
1517, integr multi purpos build apart   area offer facil,0
1518,stair,0
1519,fit facil limit pool small season ok hot day may get crowd  especi bath made solid materi give littl bit cheaper feel,0
1520,lack park  view,0
1521,free wi fi realli ridicul  price,0
1522,far central london,0
1523,could better signpost,0
1524,enter  immedi reaction ingrain dust realli smell like carpet curtain need replac bath clean air condit work constantli ask look woke first two night three hot stuffi  pillow incred hard uncomfort,0
1525,get  pass  entranc kitchen base languag use high volum gordon ramsey work night  good unfortun bath water would drain handbasin due build hair gunk plug hole clean rain  head ceil  almost complet block calc build clean expect 5 star  match price,0
1526,ceram mug would better paper cup ,0
1527, small need mainten,0
1528,carpet hallway date,0
1529, undergo renov known advanc would chosen stay  would seem fair notifi peopl beforehand also four star rate  facil overal appear  come par rate,0
1530,roof top bar expens 30 euro gin whiskey,0
1531,although  look modern electr left lot desir first two bulb light work top hairdryer blew partner dri hair although  best help situat left littl bit bad feel stay,0
1532,bit pain get foot,0
1533, littl small bad thing,0
1534,secur,0
1535,certain smell work quit manli heavi corridor,0
1536,small toilet   hardli contain vegstabl,0
1537,get underground car park steep ramp bike rack back bit hair rais,0
1538,pillow comfort almost flat low hard,0
1539,lift stop 2nd floor steep stair 3rd 4th floor,0
1540,bath heat arrang,0
1541,hot  serv cold plate,0
1542,lack swim pool la rambla seedi drug offer everi corner ladi night quit aggress  fault,0
1543,fact  much smaller websit photo pretend,0
1544,book junior suit reach found small paid extra 500gbp upgrad st jame suit,0
1545, hard strang matrass stay place slide side,0
1546,thought bar area could better,0
1547,check  tri sell us coupl time,0
1548, littl date clean,0
1549,like,0
